text,author
You may be the last thread of hope keeping someone alive.,"Always be compassionate, you never know whose life depend on the choices you make."
Don't think there is no door you can't walk through. It takes a reasonable amount of effort to succeed in life.,With the right effort you can walk through all doors.
"As long you choose, to have excuses for your failure. You will never win.","As long you choose ,to blame someone for your mistakes and wrong actions."
Trust me for free because no one sells trust,Kyemwa sudyce icemab
"Don't ever declare anything as an ultimate, even everything has its own kind of macrocosm; it's the only game of involvement, which results the nature of acquirement.",Malik Mehrose
"Aquel que permite que el miedo lo gobierne, convierte al miedo en su amo.","Sherrilyn Kenyon, Night Embrace"
"La verdad no nos hace libres. En ocasiones, nos esclaviza.","Sherrilyn Kenyon, Kiss of the Night"
El preludio de la caída es el orgullo.,"Sherrilyn Kenyon, Seize the Night"
Hasta el diablo puede llorar si echa un vistazo por el infierno y se da cuenta de que está solo,"Sherrilyn Kenyon, Devil May Cry"
"La gente juzga muy pronto a los demás sin conocerlos. Juzgan su presente y su pasado, pero muchas veces las sonrisas esconden un gran dolor. Lo que la gente muestra al mundo solo es una minúscula parte del iceberg que se oculta a la vista. Y es mucho más probable que ese iceberg esté lleno de grietas y cicatrices que surjan de lo más hondo del alma.","Sherrilyn Kenyon, Acheron"
No dejes que el ayer consuma demasiado del presente.,"Sherrilyn Kenyon, Retribution"
Dicen que el camino al infierno está cuajado de buenas intenciones.,"Sherrilyn Kenyon, Retribution"
"Arrogancia, esa es la primera causa de muerte tanto entre los reyes como entre los vasallos. Cuídate de su afilada hoja. Suele herir a la persona que la empuña más que a los demás.","Sherrilyn Kenyon, Retribution"
"Todas las personas tienen un pasado. Cosas que se les clavan en el corazón. Antiguas rencillas. Antiguas humillaciones. Remordimientos que les roban el sueño y los dejan despiertos hasta que temen por su cordura. Traiciones que hacen que sus almas griten con tanta fuerzan que se preguntan cómo nadie más las es escucha. Al final, todos estamos solos en nuestros infiernos personales. Pero la vida no consiste en aprender a perdonar a quienes te han hecho daño ni olvidar el pasado. Consiste en aprender a perdonarte a ti mismo por ser humano y por cometer errores. Sí, la gente nos decepciona a todas horas. Pero las lecciones más duras nos llegan por decepcionarnos a nosotros mismos. Cuando depositamos nuestra confianza y nuestros corazones en las manos de la persona equivocada y nos hace daño. Y aunque podemos odiarlos por lo que nos hicieron, más nos odiamos a nosotros mismos por haber dejado entrar a esa persona en nuestro círculo privado.","Sherrilyn Kenyon, Time Untime"
"Todas las personas tienen un pasado. Cosas que se les clavan en el corazón. Antiguas rencillas. Antiguas humillaciones. Remordimientos que les roban el sueño y los dejan despiertos hasta que temen por su cordura. Traiciones que hacen que sus almas griten con tanta fuerzan que se preguntan cómo nadie más las escucha. Al final, todos estamos solos en nuestros infiernos personales. Pero la vida no consiste en aprender a perdonar a quienes te han hecho daño ni olvidar el pasado. Consiste en aprender a perdonarte a ti mismo por ser humano y por cometer errores. Sí, la gente nos decepciona a todas horas. Pero las lecciones más duras nos llegan por decepcionarnos a nosotros mismos. Cuando depositamos nuestra confianza y nuestros corazones en las manos de la persona equivocada y nos hace daño. Y aunque podemos odiarlos por lo que nos hicieron, más nos odiamos a nosotros mismos por haber dejado entrar a esa persona en nuestro círculo privado.","Sherrilyn Kenyon, Time Untime"
Margaret Mead dijo en una ocasión que una de las necesidades humanas más antiguas es tener a alguien que se pregunte si vas a volver a casa por la noche.,"Sherrilyn Kenyon, Time Untime"
Traicióname una vez y tú serás el culpable. Hazlo dos veces y el culpable seré yo.,"Sherrilyn Kenyon, Son of No One"
"Tal vez la vida consistiera en eso. No en conseguir lo que se desea, aquello que uno pensaba que podría hacerlo feliz. Sino en encontrar lo que se necesita de verdad, a esas maravillosas personas sin las cuales es imposible vivir.","Sherrilyn Kenyon, Dragonmark"
"Traición. Cruda y brutal, siempre se presentaba con la forma del amigo y aliado más cercano. La herida que provocaba en el alma era tan profunda que la víctima, desangrada y débil, se preguntaba si alguna vez sería capaz de confiar en alguien de nuevo.","Sherrilyn Kenyon, Dragonsworn"
"A man without self control is prone to destruction. Your control management will determine the pattern your life will take. If you cannot control yourself, you will give and attract negative energy.",Ojingiri Hannah
"Maintain a relationship with those who support you at all times. Because when your times are bad, even a small child gives you advice. That's why my dear friends, I want to tell you that keep a relationship with the one who not only gives you advice in your bad times but also supports you..",Mr. Nitin Jain
"The things man do publicly, women do secretly. The things women do secretly . Man do publicly. When it comes to moral compass . We are all the same.",De philosopher DJ Kyos
"People who are not intelligent or with the lowest IQ , always reason by insults , fight or violence.",De philosopher DJ Kyos
"People will mock you, make fun of you and laugh at you. When you take a decision that makes you stronger and the decision that benefits you, because they want you to doubt yourself and revert the decision you made. After seeing that you are becoming strong, then they will start to hate you and recruit others in hating you.",De philosopher DJ Kyos
